Kingdom	Phylum	Class	Order	Family	Genus
ASV320	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Halorubrum
ASV321	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax
ASV322	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV323	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV324	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV325	Archaea	NA	NA	NA	NA	NA
ASV326	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV327	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV328	Archaea	NA	NA	NA	NA	NA
ASV329	Archaea	NA	NA	NA	NA	NA
ASV330	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV331	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV332	Archaea	NA	NA	NA	NA	NA
ASV333	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV334	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV335	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV336	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV337	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV338	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV339	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
ASV340	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV341	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV342	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV343	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV344	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV345	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV346	Archaea	NA	NA	NA	NA	NA
ASV347	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV348	Archaea	NA	NA	NA	NA	NA
ASV349	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV350	Archaea	NA	NA	NA	NA	NA
ASV351	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax
ASV352	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV353	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV354	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV355	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV356	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	NA
ASV357	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
ASV358	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV359	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV360	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV361	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV362	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV363	Archaea	NA	NA	NA	NA	NA
ASV364	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV365	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV366	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA
ASV367	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV368	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV369	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV370	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus
ASV371	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	NA
ASV372	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV373	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV374	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV375	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV376	Archaea	NA	NA	NA	NA	NA
ASV377	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV378	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV379	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV380	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV381	Archaea	NA	NA	NA	NA	NA
ASV382	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV383	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV384	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV385	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV387	Archaea	NA	NA	NA	NA	NA
ASV388	Archaea	NA	NA	NA	NA	NA
ASV389	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV390	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV391	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV392	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV393	Archaea	Euryarchaeota	Methanomicrobia	NA	NA	NA
ASV394	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV395	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus
ASV396	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV397	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV398	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV399	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV400	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV401	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV402	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Halogranum
ASV404	Archaea	NA	NA	NA	NA	NA
ASV405	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV406	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV407	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV408	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV409	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV410	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV411	Archaea	NA	NA	NA	NA	NA
ASV412	Archaea	NA	NA	NA	NA	NA
ASV413	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus
ASV414	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV415	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV416	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV417	Archaea	NA	NA	NA	NA	NA
ASV418	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV419	Archaea	NA	NA	NA	NA	NA
ASV420	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV421	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV422	Archaea	NA	NA	NA	NA	NA
ASV423	Archaea	NA	NA	NA	NA	NA
ASV424	Archaea	NA	NA	NA	NA	NA
ASV425	Archaea	NA	NA	NA	NA	NA
ASV426	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV427	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV428	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV429	Archaea	NA	NA	NA	NA	NA
ASV430	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV431	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV432	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV433	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV434	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV435	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV436	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV437	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	NA
ASV438	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV439	Archaea	NA	NA	NA	NA	NA
ASV441	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV443	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV444	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV445	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV446	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV447	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV448	Archaea	NA	NA	NA	NA	NA
ASV449	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV450	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula
ASV451	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV452	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV453	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV454	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV455	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
ASV457	Archaea	NA	NA	NA	NA	NA
ASV458	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV459	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV460	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV461	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV462	Archaea	NA	NA	NA	NA	NA
ASV463	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV464	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV465	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV466	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV467	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV468	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV469	Archaea	NA	NA	NA	NA	NA
ASV470	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV471	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV472	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium
ASV473	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV474	Archaea	Crenarchaeota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera
ASV475	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV476	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV477	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloplanus
ASV478	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV479	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV480	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV481	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV482	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV483	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV484	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV485	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV486	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV487	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV488	Archaea	NA	NA	NA	NA	NA
ASV489	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV490	Archaea	NA	NA	NA	NA	NA
ASV491	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV492	Archaea	NA	NA	NA	NA	NA
ASV493	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA
ASV494	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halorussus
ASV495	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV496	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV497	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV498	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax
ASV499	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV500	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV501	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV502	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV503	Archaea	NA	NA	NA	NA	NA
ASV504	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV505	Archaea	NA	NA	NA	NA	NA
ASV506	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV507	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV508	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV509	Archaea	NA	NA	NA	NA	NA
ASV510	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
ASV511	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus
ASV512	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV513	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Haloarchaeobius
ASV514	Archaea	NA	NA	NA	NA	NA
ASV515	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV516	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV517	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	Thermogladius
ASV518	Archaea	NA	NA	NA	NA	NA
ASV519	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV520	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV521	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	NA	NA
ASV522	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV523	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV524	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV525	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV526	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV527	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV529	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV530	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV531	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV532	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV533	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV534	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV535	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV536	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV537	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV538	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV539	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV540	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV541	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV543	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV544	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV545	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV546	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV547	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV548	Archaea	NA	NA	NA	NA	NA
ASV549	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium
ASV550	Archaea	NA	NA	NA	NA	NA
ASV551	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV552	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV553	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV554	Archaea	NA	NA	NA	NA	NA
ASV555	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV556	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV557	Archaea	NA	NA	NA	NA	NA
ASV558	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV559	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV560	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV561	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methermicoccaceae	Methermicoccus
ASV562	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV563	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV564	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halovenus
ASV565	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV566	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV567	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV568	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV570	Archaea	NA	NA	NA	NA	NA
ASV571	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV572	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV573	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV574	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanococcoides
ASV576	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV577	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV578	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV579	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV580	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV581	Archaea	Crenarchaeota	Thermoprotei	Fervidicoccales	Fervidicoccaceae	Fervidicoccus
ASV582	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina
ASV584	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV585	Archaea	NA	NA	NA	NA	NA
ASV586	Archaea	NA	NA	NA	NA	NA
ASV587	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV588	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanotrichaceae	Methanothrix
ASV589	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV590	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV591	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV592	Archaea	NA	NA	NA	NA	NA
ASV593	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV594	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV595	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanothermobacter
ASV596	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV597	Archaea	NA	NA	NA	NA	NA
ASV598	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV599	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	NA	NA
ASV600	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV601	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV602	Archaea	NA	NA	NA	NA	NA
ASV603	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV604	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV605	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV606	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV607	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV608	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV609	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV610	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV611	Archaea	NA	NA	NA	NA	NA
ASV612	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV613	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV614	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV615	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV616	Archaea	NA	NA	NA	NA	NA
ASV617	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV618	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV619	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	NA	NA
ASV620	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV621	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV622	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Salinirubrum
ASV623	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV624	Archaea	NA	NA	NA	NA	NA
ASV625	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV626	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicrobium
ASV627	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV628	Archaea	NA	NA	NA	NA	NA
ASV629	Archaea	NA	NA	NA	NA	NA
ASV630	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV631	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV632	Archaea	Thaumarchaeota	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilus	NA
ASV633	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV634	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV635	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV636	Archaea	Euryarchaeota	NA	NA	NA	NA
ASV637	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Halorubraceae	Salinigranum
ASV638	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV639	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	NA
ASV640	Archaea	NA	NA	NA	NA	NA
ASV641	Archaea	NA	NA	NA	NA	NA
ASV642	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	NA
ASV643	Archaea	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	NA
ASV644	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus
ASV645	Archaea	Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus
ASV646	Archaea	Crenarchaeota	Thermoprotei	Desulfurococcales	Desulfurococcaceae	NA
ASV647	Archaea	Crenarchaeota	Thermoprotei	Thermoproteales	Thermofilaceae	Thermofilum
ASV648	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
ASV649	Archaea	Crenarchaeota	Thermoprotei	NA	NA	NA
